	article_id	article_auteur	article_section	article_titre	article_page	revue_annee	revue_numero	chapitre	article_SPE_seance
1392	BSPE-1914-469	JOUVEAU-DUBREUIL (H.)	Communication	Ulcère phagédénique à Tchentou (Setchouen, Chine).	469	1914	7	Séance du 10 juin 1914. Communications. La méningite à pneumocoques des tirailleurs sénégalais, par W. Dufougeré. / Ulcère phagédénique à Tchentou (Setchouen, Chine), par H. Jouveau-Dubreuil	10 juin 1914
1393	BSPE-1914-472	BRAULT (J.), MONTPELLIER (J.)	Communication	Note sur la présence du spirille de la fièvre récurrente nord-africaine, dans quelques liquides et excréta de l’économie.	472	1914	7	Séance du 10 juin 1914. Communications. Ulcère phagédénique à Tchentou (Setchouen, Chine), par H. Jouveau-Dubreuil. / Note sur la présence du spirille de la fièvre récurrente Nord-Africaine, dans quelques liquides et excréta de l'économie, par J. Brault et J. Montpellier	10 juin 1914
1394	BSPE-1914-473	BRAULT (J.), MONTPELLIER (J.)	Communication	Essai de traitement de la fièvre récurrente nord-africaine, par des injections intramusculaires d’Olarsol. 	473	1914	7	Séance du 10 juin 1914. Communications. Note sur la présence du spirille de la fièvre récurrente Nord-Africaine, dans quelques liquides et excréta de l'économie, par J. Brault et J. Montpellier. / Essai de traitement de la fièvre récurrente Nord-Africaine, par des injections intramusculaires d'olarsol, par J. Brault et J. Montpellier	10 juin 1914
1395	BSPE-1914-475	BONNEFAY(), MAILLE	Communication	Abcès du foie amibien avec association de bacilles de Koch.	475	1914	7	Séance du 10 juin 1914. Communications. Essai de traitement de la fièvre récurrente Nord-Africaine, par des injections intramusculaires d'olarsol, par J. Brault et J. Montpellier. / Abcès du foie amibien avec association de bacilles de Koch, par Bonnefay et Maille	10 juin 1914
1396	BSPE-1914-479	NICOLLE (CHARLES)	Communication	Chronique du kala-azar en Tunisie.	479	1914	7	Séance du 10 juin 1914. Communications. Abcès du foie amibien avec association de bacilles de Koch, par Bonnefay et Maille. (Hôpital maritime de Cherbourg.). / Chronique du Kala-azar en Tunisie, par Charles Nicolle	10 juin 1914
1397	BSPE-1914-481	NICOLLE (CHARLES), CONOR (M.)	Communication	Difficulté de conservation du virus de la leishmaniose canine par les passages.	481	1914	7	Séance du 10 juin 1914. Communications. Chronique du Kala-azar en Tunisie, par Charles Nicolle. (Institut Pasteur de Tunis.). / Difficulté de conservation du virus de la leishmaniose canine par les passages, par Charles Nicolle et Marthe Conor	10 juin 1914
1398	BSPE-1914-484	PRINGAULT (E.)	Communication	La leishmaniose canine à Marseille.	484	1914	7	Séance du 10 juin 1914. Communications. Difficulté de conservation du virus de la leishmaniose canine par les passages, par Charles Nicolle et Marthe Conor. (Institut Pasteur de Tunis.). / La leishmaniose canine à Marseille, par E. Pringault	10 juin 1914
1399	BSPE-1914-488	LÉGER (Marcel), (A.)	Communication	Hématozoaires des Reptiles du Haut-Sénégal-Niger.	488	1914	7	Séance du 10 juin 1914. Communications. La leishmaniose canine à Marseille, par E. Pringault. / Hématozoaires des reptiles du Haut-Sénégal-Niger, par Marcel et André Leger	10 juin 1914
1400	BSPE-1914-493	LÉGER (A.), (M.)	Communication	Trypanosomes et Hæmoproteus d’oiseaux du Haut-Sénégal et Niger.	493	1914	7	Séance du 10 juin 1914. Communications. Hématozoaires des reptiles du Haut-Sénégal-Niger, par Marcel et André Leger. / Trypanosomes et Haemoproteus d'oiseaux du Haut-Sénégal et Niger, par André et Marcel Leger	10 juin 1914
1401	BSPE-1914-497	MOUCHET (R.)	Communication	Note sur le Porocephalus moniliformis. 	497	1914	7	Séance du 10 juin 1914. Communications. Trypanosomes et Haemoproteus d'oiseaux du Haut-Sénégal et Niger, par André et Marcel Leger. (Ecole d'application du Service de santé des troupes coloniales, Marseille.). / Note sur Porocephalus moniliformis, par René Mouchet	10 juin 1914
1402	BSPE-1914-502	CORIN (G.)	Communication	Présence de larves de porocéphales chez Tragelaphus scriptus (Antilope rayée commune). 	502	1914	7	Séance du 10 juin 1914. Communications. Présence de larves de porocéphale chez Tragelaphus scriptus (Antilope rayée commune), par G. Corin	10 juin 1914
1403	BSPE-1914-503	COLLIN (L.)	Communication	Vaccine en Nouvelle-Calédonie et aux Loyalty.	503	1914	7	Séance du 10 juin 1914. Communications. Vaccine en Nouvelle-Calédonie et aux Loyalty, par Léon Collin	10 juin 1914
1404	BSPE-1914-506	BRIDRE (J.), BOQUET (A.)	Communication	L’importation en France des moutons algériens et la protection des troupeaux métropolitains contre la clavelée.	506	1914	7	Séance du 10 juin 1914. Communications. Vaccine en Nouvelle-Calédonie et aux Loyalty, par Léon Collin. / L'importation en France des moutons algériens et la protection des troupeaux métropolitains contre la clavelée, par J. Bridré et A. Boquet	10 juin 1914
1405	BSPE-1914-509	DAVID	Communication	Sur l’étiologie et prophylaxie de la fièvre bilieuse hémoglobinurique.	509	1914	7	Séance du 10 juin 1914. Communications. L'importation en France des moutons algériens et la protection des troupeaux métropolitains contre la clavelée, par J. Bridré et A. Boquet. / Sur l'étiologie et la prophylaxie de la fièvre bilieuse hémoglobinurique. Par David	10 juin 1914
1406	BSPE-1914-512	YOFÉ (H.)	Communication	À propos de la fièvre bilieuse hémoglobinurique en Palestine.	512	1914	7	Séance du 10 juin 1914. Communications. Sur l'étiologie et la prophylaxie de la fièvre bilieuse hémoglobinurique. Par David. / A propos de la fièvre hémoglobinurique en Palestine, par Hillel Yofé	10 juin 1914
1407	BSPE-1914-515	PHISALIX (MARIE)	Communication	Anatomie comparée de la tête et de l’appareil venimeux chez les serpents.	515	1914	7	Séance du 10 juin 1914. Communications. Anatomie comparée de la tête et de l'appareil venimeux chez les serpents, par Mme M. Phisalix	10 juin 1914
1408	BSPE-1914-517	PHISALIX (MARIE)	Communication	Note sur les précautions à prendre dans la récolte, la conservation et l’envoi des animaux venimeux et de leur venin.	517	1914	7	Séance du 10 juin 1914. Communications. Note sur les précautions à prendre dans la récolte, la conservation et l'envoi des animaux venimeux et de leur venin, par Mme Marie Phisalix	10 juin 1914
1409	BSPE-1914-522	MOTAIS (François), JAMOT (E.), ROBERT (M.J.F.)	Mémoire	Notes sur la géographie médicale du Ouadaï.	522	1914	7	Séance du 10 juin 1914. Mémoires. Notes sur la géographie médicale du Ouadaï, par F. Motais, E. Jamot et M. J. F. Robert	10 juin 1914
1410	BSPE-1914-528	LAVERAN (Alphonse), ROUDSKY (D.)	Mémoire	Contribution à l’étude de la virulence du Trypanosoma lewisi et du Tr. duttoni pour quelques espèces animales.	528	1914	7	Séance du 10 juin 1914. Mémoires. Notes sur la géographie médicale du Ouadaï, par F. Motais, E. Jamot et M. J. F. Robert. / Contribution à l'étude de la virulence du Trypanosoma Lewisi et du Tr. Duttoni pour quelques espèces animales, par A. Laveran et D. Roudsky	10 juin 1914
1411	BSPE-1914-535	LEBŒUF (A.)	Mémoire	Observations relatives au traitement de la lèpre et notamment à l’action très favorable exercée par l’huile de Chaulmoogra chez les Canaques de l’archipel Calédonien.	535	1914	7	Séance du 10 juin 1914. Mémoires. Contribution à l'étude de la virulence du Trypanosoma Lewisi et du Tr. Duttoni pour quelques espèces animales, par A. Laveran et D. Roudsky. / Observations relatives au traitement de la lèpre et notamment à l'action très favorable exercée par l'huile de Chaulmoogra chez les Canaques de l'archipel Calédonien, par A. Leboeuf	10 juin 1914
1412	BSPE-1914-552	COUVY (L.)	Communication	Un cas de fièvre jaune chez un indigène de la Côte d’Ivoire.	552	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Un cas de fièvre jaune chez un indigène de la Côte d'Ivoire, par L. Couvy. / Les champignons des teignes à Alger, par J. Brault et A. Viguier	8 juillet 1914
1413	BSPE-1914-554	BRAULT (J.), VIGUIER (A.)	Communication	Les champignons des teignes à Alger.	554	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Un cas de fièvre jaune chez un indigène de la Côte d'Ivoire, par L. Couvy. / Les champignons des teignes à Alger, par J. Brault et A. Viguier	8 juillet 1914
1414	BSPE-1914-557	JEANSELME (E.)	Communication	De l’urétrite lépreuse.	557	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. De l'uréthrite lépreuse par E. Jeanselme	8 juillet 1914
1415	BSPE-1914-559	BLANQUIER (H.)	Communication	La lèpre dans le cercle de Touba (Côte d’Ivoire).	559	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. De l'uréthrite lépreuse par E. Jeanselme	8 juillet 1914
1416	BSPE-1914-565	GRENIER (M.)	Communication	Étude expérimentale de Spirochaeta berbera. 	565	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Etude expérimentale de spirochoeta berbera, par M. Grenier	8 juillet 1914
1417	BSPE-1914-569	FOLEY (H.), VIALATTE (C.)	Communication	Traitement de la fièvre récurrente nord-africaine par le néosalvarsan et l’olarsol.	569	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Traitement de la fièvre récurrente nord-africaine par le Néo-salvarsan et l'Olsarsol par H. Foley et C. Vialatte	8 juillet 1914
1418	BSPE-1914-571	DERRIEU(G.), RAYNAUD (M.)	Communication	Dysenterie chronique à flagellé nouveau.	571	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Traitement de la fièvre récurrente nord-africaine par le Néo-salvarsan et l'Olsarsol par H. Foley et C. Vialatte. / Dysenterie chronique à flegellé nouveau par derrieu et M. Raynaud	8 juillet 1914
1419	BSPE-1914-575	PHISALIX (M.)	Communication	Sur une hémogrégarine nouvelle, parasite de Boodon fuliginosus Boie et ses formes de multiplication endogène.	575	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Sur une hémogrégarine nouvelle parasite de Boodon fuliganus Boïe et ses formes de multiplications endogène, par Mme Marie Phisalix	8 juillet 1914
1420	BSPE-1914-577	SERGENT(EDM.),SERGENT(ÉT.), LEMAIRE (G.), SENEVET (G.)	Communication	Insecte transmetteur et réservoir de virus du clou de Biskra. Hypothèse et expérience préliminaires.	577	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Sur une hémogrégarine nouvelle parasite de Boodon fuliganus Boïe et ses formes de multiplications endogène, par Mme Marie Phisalix. / Insecte transmetteur et réservoir de virus du clou de Biskra. Hypothèses et expériences préliminaires, par Edm. et Et. Sergent, G. Lemaire, G. Senevet	8 juillet 1914
1421	BSPE-1914-580	LAVERAN (Alphonse), FRANCHINI (G.)	Communication	Contribution à l’étude des « Marginal points » des hématies de Mammifères.	580	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Contributions à l'étude des «marginal points» des hémathies des Mammifères , par A. Laveran et G. Franchini	8 juillet 1914
1422	BSPE-1914-584	MANSION (G)	Communication	Les phlébotomes européens.	584	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Contributions à l'étude des «marginal points» des hémathies des Mammifères , par A. Laveran et G. Franchini. / Les Phlébotomes européens, par G. Mansion	8 juillet 1914
1423	BSPE-1914-590	MARZINOWSKY (E.-J.)	Communication	De l’existence de Stegomyia fasciata (St. calopus) en Russie.	590	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Les Phlébotomes européens, par G. Mansion. De l'existence de Stegomyia fasciata (St. Calopus) en Russie, par E. I. Marzinowsky	8 juillet 1914
1424	BSPE-1914-593	LAVERAN (Alphonse), ROUDSKY (D.)	Communication	Sur un dérivé du diaminoarsénobenzène.	593	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Les Phlébotomes européens, par G. Mansion. De l'existence de Stegomyia fasciata (St. Calopus) en Russie, par E. I. Marzinowsky. / Sur un dérivé du diaminoarsénobenzène, par A. Laveran et D. Roudsky	8 juillet 1914
1425	BSPE-1914-595	LAUNOY(), MESNIL (F.)	Discussion	Sur un dérivé du diaminoarsénobenzène. (Discussion)	595	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Les Phlébotomes européens, par G. Mansion. De l'existence de Stegomyia fasciata (St. Calopus) en Russie, par E. I. Marzinowsky. Sur un dérivé du diaminoarsénobenzène, par A. Laveran et D. Roudsky	8 juillet 1914
1426	BSPE-1914-596	BRAU (P.)	Communication	De l’urobilinurie dans les congestions hépatiques d’origine palustre.	596	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Les Phlébotomes européens, par G. Mansion. De l'existence de Stegomyia fasciata (St. Calopus) en Russie, par E. I. Marzinowsky. Sur un dérivé du diaminoarsénobenzène, par A. Laveran et D. Roudsky. De l'urobilinurie dans les congestions hépatiques d'origine palustre, par P. Brau	8 juillet 1914
1427	BSPE-1914-598	COLLIN (L.)	Communication	Hygiène des indigènes des îles de la Loyauté.	598	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. De l'urobilinurie dans les congestions hépatiques d'origine palustre, par P. Brau. / Hygiènes des indigènes des îles de la loyauté , par L. Collin	8 juillet 1914
1428	BSPE-1914-600	COLLIN (L.)	Communication	Aperçus démographiques sur les îles de la Loyauté.	600	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Communications. Hygiènes des indigènes des îles de la loyauté , par L. Collin. / Aperçus démographiques sur les îles de la loyauté, par L. Collin	8 juillet 1914
1429	BSPE-1914-605	LAVERAN (Alphonse), FRANCHINI (G.)	Mémoire	Infections de mammifères par des flagellés d’invertébrés.	605	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Mémoires. Infections des mamifères par des flagellés d'invertébrés, par A. Laveran et G. Franchini	8 juillet 1914
1430	BSPE-1914-612	MESNIL (F.), RINGENBACH (J.)	Mémoire	Sur le Trypanosoma rhodesiense et ses affinités avec le Tr. gambiense.	612	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Mémoires.Sur les trypanosoma rhodesiense et ses affinités avec Tr. Gambiense. Quatrième note. Par F. Mesnil et J. Rigenbach	8 juillet 1914
1431	BSPE-1914-619	RINGENBACH (J.), GUYOMARC’H	Mémoire	La filariose dans les régions de la nouvelle frontière Congo-Cameroun. Observation sur la transmission de Microfilaria diurna et de Microfilaria perstans. 	619	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Mémoires.La filariose dans les régions de la nouvelle frontière Congo-Cameroun. Observations sur la transmission de microfilaria diurna et de microfilaria perstans, par J. Ringenbach et Guyomarc H	8 juillet 1914
1432	BSPE-1914-626	CIUCA (M.)	Mémoire	L’action de quelques substances médicamenteuses sur le pouvoir alexique du sérum.	626	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Mémoires.La filariose dans les régions de la nouvelle frontière Congo-Cameroun. Observations sur la transmission de microfilaria diurna et de microfilaria perstans, par J. Ringenbach et Guyomarc H. / L'action de quelquues substances médicamenteuses sur le pouvoir alexique du sérum, par M. Cucia	8 juillet 1914
1433	BSPE-1914-633	LEVADITI (C.), MUTERMILCH (ST.)	Mémoire	Ambocepteurs et arsénobenzol.	633	1914	7	Bulletin de la Société de Pathologie Exotique. Séance du 8 juillet 1914. Mémoires. L'action de quelquues substances médicamenteuses sur le pouvoir alexique du sérum, par M. Cucia. Ambocepteurs et arsénobenzol par C. Levaditi et St. Mutermilch	8 juillet 1914
